user,purpose,destination
2287,Holiday/ Rest & Relax,Marina Bay
2288,General business purpose,City Hall
2289,Holiday/ Rest & Relax,Marina Bay
2290,Holiday/ Rest & Relax,Marina Bay
2291,Holiday/ Rest & Relax,Marina Bay
2292,Holiday/ Rest & Relax,Marina Bay
2293,Holiday/ Rest & Relax,Marina Bay
2294,Holiday/ Rest & Relax,Clarke Quay
2295,Holiday/ Rest & Relax,Clarke Quay
2296,Holiday/ Rest & Relax,Clarke Quay
2297,Holiday/ Rest & Relax,Clarke Quay
2298,General business purpose,City Hall
2300,Holiday/ Rest & Relax,Clarke Quay
2301,Holiday/ Rest & Relax,Clarke Quay
2302,To shop/attend shopping events in Singapore,Jewel Changi Airport
2303,General business purpose,City Hall
2304,Holiday/ Rest & Relax,Clarke Quay
2305,Holiday/ Rest & Relax,Clarke Quay
2306,Holiday/ Rest & Relax,Clarke Quay
2307,Holiday/ Rest & Relax,Clarke Quay
2308,Holiday/ Rest & Relax,Clarke Quay
2309,Holiday/ Rest & Relax,Clarke Quay
2310,General business purpose,City Hall
2311,Holiday/ Rest & Relax,Clarke Quay
2312,General business purpose,City Hall
2313,Holiday/ Rest & Relax,Clarke Quay
2314,Holiday/ Rest & Relax,Clarke Quay
2315,Holiday/ Rest & Relax,Clarke Quay
2316,Holiday/ Rest & Relax,Clarke Quay
2317,To shop/attend shopping events in Singapore,Jewel Changi Airport
2318,Holiday/ Rest & Relax,Clarke Quay
2319,To shop/attend shopping events in Singapore,Jewel Changi Airport
2320,Holiday/ Rest & Relax,Clarke Quay
2321,Holiday/ Rest & Relax,Clarke Quay
2322,Holiday/ Rest & Relax,Clarke Quay
2323,Holiday/ Rest & Relax,Clarke Quay
2324,Holiday/ Rest & Relax,Clarke Quay
2325,Holiday/ Rest & Relax,Clarke Quay
2326,To shop/attend shopping events in Singapore,Jewel Changi Airport
2327,Holiday/ Rest & Relax,Clarke Quay
2328,Holiday/ Rest & Relax,Clarke Quay
2329,Holiday/ Rest & Relax,Clarke Quay
2330,Holiday/ Rest & Relax,Clarke Quay
2331,Holiday/ Rest & Relax,Clarke Quay
2332,Holiday/ Rest & Relax,Clarke Quay
2333,Holiday/ Rest & Relax,Clarke Quay
2334,Holiday/ Rest & Relax,Clarke Quay
2335,Holiday/ Rest & Relax,Clarke Quay
2336,Holiday/ Rest & Relax,Clarke Quay
2337,Holiday/ Rest & Relax,Clarke Quay
2338,Holiday/ Rest & Relax,Clarke Quay
2339,Holiday/ Rest & Relax,Clarke Quay
2340,Holiday/ Rest & Relax,Clarke Quay
2341,Holiday/ Rest & Relax,Clarke Quay
2342,General business purpose,City Hall
2343,Holiday/ Rest & Relax,Clarke Quay
2344,Holiday/ Rest & Relax,Clarke Quay
2345,Holiday/ Rest & Relax,Clarke Quay
2346,Holiday/ Rest & Relax,Clarke Quay
2347,To shop/attend shopping events in Singapore,Jewel Changi Airport
2348,To shop/attend shopping events in Singapore,Jewel Changi Airport
2349,Holiday/ Rest & Relax,Clarke Quay
2350,General business purpose,City Hall
2351,Sightseeing/ Attractions,Marina Bay Sands
2352,To shop/attend shopping events in Singapore,Jewel Changi Airport
2353,To shop/attend shopping events in Singapore,Jewel Changi Airport
2354,General business purpose,City Hall
2355,Holiday/ Rest & Relax,Clarke Quay
2356,General business purpose,City Hall
2357,General business purpose,City Hall
2358,To shop/attend shopping events in Singapore,Jewel Changi Airport
2359,Holiday/ Rest & Relax,Clarke Quay
2360,Holiday/ Rest & Relax,Clarke Quay
2361,Holiday/ Rest & Relax,Clarke Quay
2362,Holiday/ Rest & Relax,Clarke Quay
2363,To shop/attend shopping events in Singapore,Jewel Changi Airport
2364,Holiday/ Rest & Relax,Clarke Quay
2365,Holiday/ Rest & Relax,Clarke Quay
2366,To shop/attend shopping events in Singapore,Jewel Changi Airport
2367,Sightseeing/ Attractions,Marina Bay Sands
2368,To shop/attend shopping events in Singapore,Jewel Changi Airport
2369,To shop/attend shopping events in Singapore,Jewel Changi Airport
2370,Holiday/ Rest & Relax,Clarke Quay
2371,Holiday/ Rest & Relax,Clarke Quay
2372,Holiday/ Rest & Relax,Clarke Quay
2373,Holiday/ Rest & Relax,Clarke Quay
2374,Holiday/ Rest & Relax,Clarke Quay
2375,Holiday/ Rest & Relax,Clarke Quay
2376,Holiday/ Rest & Relax,Clarke Quay
2377,Holiday/ Rest & Relax,Clarke Quay
2378,Holiday/ Rest & Relax,Clarke Quay
2379,Holiday/ Rest & Relax,Clarke Quay
2380,To shop/attend shopping events in Singapore,Jewel Changi Airport
2381,To shop/attend shopping events in Singapore,Jewel Changi Airport
2382,Sightseeing/ Attractions,Marina Bay Sands
2383,General business purpose,City Hall
2384,Holiday/ Rest & Relax,Clarke Quay
2385,Holiday/ Rest & Relax,Clarke Quay
2386,"IR (e.g. MBS, RWS)",Marina Bay Sands
2387,Holiday/ Rest & Relax,Clarke Quay
2388,General business purpose,City Hall
2389,Holiday/ Rest & Relax,Clarke Quay
2390,Holiday/ Rest & Relax,Clarke Quay
2391,Holiday/ Rest & Relax,Clarke Quay
2392,Holiday/ Rest & Relax,Clarke Quay
2393,Holiday/ Rest & Relax,Clarke Quay
2394,General business purpose,City Hall
2395,Holiday/ Rest & Relax,Clarke Quay
2396,Holiday/ Rest & Relax,Clarke Quay
2397,Holiday/ Rest & Relax,Changi Beach
2398,General business purpose,City Hall
2399,General business purpose,City Hall
2400,Holiday/ Rest & Relax,Changi Beach
2401,General business purpose,City Hall
2402,Holiday/ Rest & Relax,Changi Beach
2403,Holiday/ Rest & Relax,Changi Beach
2404,Sightseeing/ Attractions,Marina Bay Sands
2405,To shop/attend shopping events in Singapore,Jewel Changi Airport
2406,General business purpose,City Hall
2407,Holiday/ Rest & Relax,Changi Beach
2408,Holiday/ Rest & Relax,Changi Beach
2409,Sightseeing/ Attractions,Marina Bay Sands
2410,Holiday/ Rest & Relax,Changi Beach
2411,Holiday/ Rest & Relax,Changi Beach
2412,Holiday/ Rest & Relax,Changi Beach
2413,General business purpose,City Hall
2414,General business purpose,City Hall
2415,Holiday/ Rest & Relax,Changi Beach
2416,Holiday/ Rest & Relax,Changi Beach
2417,General business purpose,City Hall
2418,Holiday/ Rest & Relax,Changi Beach
2419,Holiday/ Rest & Relax,Changi Beach
2420,Holiday/ Rest & Relax,Changi Beach
2421,Holiday/ Rest & Relax,Changi Beach
2422,Holiday/ Rest & Relax,Changi Beach
2423,Holiday/ Rest & Relax,Changi Beach
2424,Sightseeing/ Attractions,Marina Bay Sands
2425,General business purpose,City Hall
2426,Holiday/ Rest & Relax,Changi Beach
2427,Holiday/ Rest & Relax,Changi Beach
2428,General business purpose,City Hall
2429,Company sponsored holiday,Resorts World Sentosa
2430,Company sponsored holiday,Resorts World Sentosa
2431,To shop/attend shopping events in Singapore,Jewel Changi Airport
2432,Holiday/ Rest & Relax,Changi Beach
2433,Holiday/ Rest & Relax,Changi Beach
2434,Holiday/ Rest & Relax,Changi Beach
2435,Holiday/ Rest & Relax,Changi Beach
2436,Holiday/ Rest & Relax,Changi Beach
2437,Holiday/ Rest & Relax,Changi Beach
2438,General business purpose,City Hall
2439,To shop/attend shopping events in Singapore,Jewel Changi Airport
2440,Holiday/ Rest & Relax,Changi Beach
2441,Holiday/ Rest & Relax,Changi Beach
2442,Holiday/ Rest & Relax,Changi Beach
2443,Holiday/ Rest & Relax,Changi Beach
2444,Holiday/ Rest & Relax,Changi Beach
2445,To shop/attend shopping events in Singapore,Jewel Changi Airport
2446,General business purpose,City Hall
2447,Holiday/ Rest & Relax,Changi Beach
2448,Holiday/ Rest & Relax,Changi Beach
2449,Holiday/ Rest & Relax,Changi Beach
2450,Holiday/ Rest & Relax,Changi Beach
2451,General business purpose,City Hall
2452,Holiday/ Rest & Relax,Changi Beach
2453,General business purpose,City Hall
2454,General business purpose,City Hall
2455,Holiday/ Rest & Relax,Changi Beach
2456,Holiday/ Rest & Relax,Changi Beach
2457,Holiday/ Rest & Relax,Changi Beach
2458,Holiday/ Rest & Relax,Changi Beach
2459,General business purpose,City Hall
2460,Holiday/ Rest & Relax,Changi Beach
2461,Holiday/ Rest & Relax,Changi Beach
2462,Holiday/ Rest & Relax,Changi Beach
2463,General business purpose,City Hall
2464,General business purpose,City Hall
2465,General business purpose,City Hall
2466,Holiday/ Rest & Relax,Changi Beach
2467,General business purpose,City Hall
2468,Holiday/ Rest & Relax,Changi Beach
2469,General business purpose,City Hall
2470,Holiday/ Rest & Relax,Changi Beach
2471,Holiday/ Rest & Relax,Changi Beach
2472,Sightseeing/ Attractions,Resorts World Sentosa
2473,General business purpose,City Hall
2474,General business purpose,City Hall
2475,Holiday/ Rest & Relax,Changi Beach
2476,Holiday/ Rest & Relax,Changi Beach
2477,General business purpose,City Hall
2478,Holiday/ Rest & Relax,Changi Beach
2479,Holiday/ Rest & Relax,Changi Beach
2480,Holiday/ Rest & Relax,Changi Beach
2481,Holiday/ Rest & Relax,Changi Beach
2482,Holiday/ Rest & Relax,Changi Beach
2483,Holiday/ Rest & Relax,Changi Beach
2484,Holiday/ Rest & Relax,Changi Beach
2485,General business purpose,City Hall
2486,Holiday/ Rest & Relax,Changi Beach
2487,Holiday/ Rest & Relax,Changi Beach
2488,To shop/attend shopping events in Singapore,Hillion Mall
2489,Holiday/ Rest & Relax,Changi Beach
2490,"IR (e.g. MBS, RWS)",Marina Bay Sands
2491,Holiday/ Rest & Relax,Changi Beach
2492,Holiday/ Rest & Relax,Changi Beach
2493,Holiday/ Rest & Relax,Changi Beach
2494,General business purpose,City Hall
2495,Holiday/ Rest & Relax,Changi Beach
2496,General business purpose,City Hall
2497,Holiday/ Rest & Relax,Changi Beach
2498,"IR (e.g. MBS, RWS)",Marina Bay Sands
2499,Holiday/ Rest & Relax,Changi Beach
2500,Holiday/ Rest & Relax,Changi Beach
2501,Holiday/ Rest & Relax,Changi Beach
2502,Holiday/ Rest & Relax,Changi Beach
2503,Holiday/ Rest & Relax,Changi Beach
2504,Holiday/ Rest & Relax,Changi Beach
2505,Holiday/ Rest & Relax,Changi Beach
2506,Holiday/ Rest & Relax,Changi Beach
2507,General business purpose,City Hall
2508,Holiday/ Rest & Relax,Changi Beach
2509,General business purpose,City Hall
2510,Holiday/ Rest & Relax,Changi Beach
2511,Holiday/ Rest & Relax,Changi Beach
2512,Holiday/ Rest & Relax,Changi Beach
2513,Holiday/ Rest & Relax,Changi Beach
2514,Holiday/ Rest & Relax,Changi Beach
2515,Holiday/ Rest & Relax,Changi Beach
2516,Holiday/ Rest & Relax,Changi Beach
2517,To shop/attend shopping events in Singapore,Hillion Mall
2518,To shop/attend shopping events in Singapore,Hillion Mall
2519,Holiday/ Rest & Relax,Changi Beach
2520,Sightseeing/ Attractions,Resorts World Sentosa
2521,To shop/attend shopping events in Singapore,Hillion Mall
2522,Sightseeing/ Attractions,Resorts World Sentosa
2523,Holiday/ Rest & Relax,Changi Beach
2524,Holiday/ Rest & Relax,Changi Beach
2525,Holiday/ Rest & Relax,Changi Beach
2526,Holiday/ Rest & Relax,Changi Beach
2527,Holiday/ Rest & Relax,Changi Beach
2528,Holiday/ Rest & Relax,Changi Beach
2529,To shop/attend shopping events in Singapore,Hillion Mall
2530,To shop/attend shopping events in Singapore,Hillion Mall
2531,General business purpose,City Hall
2532,Sightseeing/ Attractions,Resorts World Sentosa
2533,To shop/attend shopping events in Singapore,Hillion Mall
2534,To shop/attend shopping events in Singapore,Hillion Mall
2535,Holiday/ Rest & Relax,Changi Beach
2536,To shop/attend shopping events in Singapore,Hillion Mall
2537,Sightseeing/ Attractions,Resorts World Sentosa
2538,Holiday/ Rest & Relax,Changi Beach
2539,Holiday/ Rest & Relax,Changi Beach
2540,Holiday/ Rest & Relax,Changi Beach
2541,Holiday/ Rest & Relax,Changi Beach
2542,General business purpose,City Hall
2543,General business purpose,City Hall
2544,General business purpose,City Hall
2545,General business purpose,City Hall
2546,Holiday/ Rest & Relax,Changi Beach
2547,Holiday/ Rest & Relax,Changi Beach
2548,General business purpose,City Hall
2549,General business purpose,City Hall
2550,General business purpose,City Hall
2551,Exhibition/Trade show,City Hall
2552,Holiday/ Rest & Relax,Changi Beach
2553,To shop/attend shopping events in Singapore,Hillion Mall
2554,Holiday/ Rest & Relax,Changi Beach
2555,Holiday/ Rest & Relax,Changi Beach
2556,Holiday/ Rest & Relax,Changi Beach
2557,Holiday/ Rest & Relax,Changi Beach
2558,Holiday/ Rest & Relax,Changi Beach
2559,To shop/attend shopping events in Singapore,Hillion Mall
2560,Holiday/ Rest & Relax,Changi Beach
2561,Holiday/ Rest & Relax,Changi Beach
2562,Holiday/ Rest & Relax,Changi Beach
2563,Holiday/ Rest & Relax,Changi Beach
2564,Holiday/ Rest & Relax,Changi Beach
2565,General business purpose,City Hall
2566,Holiday/ Rest & Relax,Changi Beach
2567,Holiday/ Rest & Relax,Changi Beach
2568,General business purpose,City Hall
2569,General business purpose,Raffles Hotel
2570,Holiday/ Rest & Relax,Changi Beach
2571,General business purpose,Raffles Hotel
2572,General business purpose,Raffles Hotel
2573,Holiday/ Rest & Relax,Changi Beach
2574,General business purpose,Raffles Hotel
2575,Holiday/ Rest & Relax,Changi Beach
2576,Holiday/ Rest & Relax,Changi Beach
2577,General business purpose,Raffles Hotel
2578,Holiday/ Rest & Relax,Changi Beach
2579,Holiday/ Rest & Relax,Changi Beach
2580,Holiday/ Rest & Relax,Changi Beach
2581,Holiday/ Rest & Relax,Changi Beach
2582,Holiday/ Rest & Relax,Changi Beach
2583,Holiday/ Rest & Relax,Changi Beach
2584,Holiday/ Rest & Relax,Changi Beach
2585,Sightseeing/ Attractions,Resorts World Sentosa
2586,General business purpose,Raffles Hotel
2587,Holiday/ Rest & Relax,Changi Beach
2588,Holiday/ Rest & Relax,Changi Beach
2589,Company sponsored holiday,Resorts World Sentosa
2590,Sightseeing/ Attractions,Resorts World Sentosa
2591,Holiday/ Rest & Relax,Changi Beach
2592,Holiday/ Rest & Relax,Changi Beach
2593,Exhibition/Trade show,City Hall
2594,Holiday/ Rest & Relax,Changi Beach
2595,Holiday/ Rest & Relax,Changi Beach
2596,General business purpose,Raffles Hotel
2597,Holiday/ Rest & Relax,Changi Beach
2598,Holiday/ Rest & Relax,Changi Beach
2599,Holiday/ Rest & Relax,Changi Beach
2600,Holiday/ Rest & Relax,Changi Beach
2601,General business purpose,Raffles Hotel
2602,Holiday/ Rest & Relax,Changi Beach
2603,Holiday/ Rest & Relax,Changi Beach
2604,Holiday/ Rest & Relax,Changi Beach
2605,Holiday/ Rest & Relax,Changi Beach
2606,Holiday/ Rest & Relax,Changi Beach
2607,Holiday/ Rest & Relax,Changi Beach
2608,Holiday/ Rest & Relax,Changi Beach
2609,Holiday/ Rest & Relax,Changi Beach
2610,Holiday/ Rest & Relax,Changi Beach
2611,General business purpose,Raffles Hotel
2612,Holiday/ Rest & Relax,Changi Beach
2613,Holiday/ Rest & Relax,Changi Beach
2614,Holiday/ Rest & Relax,Changi Beach
2615,Holiday/ Rest & Relax,Changi Beach
2616,Holiday/ Rest & Relax,Changi Beach
2617,Holiday/ Rest & Relax,Changi Beach
2618,General business purpose,Raffles Hotel
2619,Holiday/ Rest & Relax,Changi Beach
2620,Holiday/ Rest & Relax,Changi Beach
2621,Holiday/ Rest & Relax,Changi Beach
2622,Holiday/ Rest & Relax,Changi Beach
2623,To shop/attend shopping events in Singapore,Hillion Mall
2624,Sightseeing/ Attractions,Resorts World Sentosa
2625,Sightseeing/ Attractions,Resorts World Sentosa
2626,Sightseeing/ Attractions,Resorts World Sentosa
2627,Holiday/ Rest & Relax,Changi Beach
2628,Holiday/ Rest & Relax,Changi Beach
2629,Holiday/ Rest & Relax,Changi Beach
2630,General business purpose,Raffles Hotel
2631,Holiday/ Rest & Relax,Changi Beach
2632,General business purpose,Raffles Hotel
2633,General business purpose,Raffles Hotel
2634,General business purpose,Raffles Hotel
2635,Holiday/ Rest & Relax,Changi Beach
2636,Holiday/ Rest & Relax,Changi Beach
2637,Holiday/ Rest & Relax,Changi Beach
2638,Sightseeing/ Attractions,Resorts World Sentosa
2639,To shop/attend shopping events in Singapore,Hillion Mall
2640,Sightseeing/ Attractions,Resorts World Sentosa
2641,General business purpose,Raffles Hotel
2642,To shop/attend shopping events in Singapore,Hillion Mall
2643,General business purpose,Raffles Hotel
2644,General business purpose,Raffles Hotel
2645,Holiday/ Rest & Relax,Changi Beach
2646,Holiday/ Rest & Relax,Changi Beach
2647,Holiday/ Rest & Relax,Changi Beach
2648,Holiday/ Rest & Relax,Changi Beach
2649,Holiday/ Rest & Relax,Changi Beach
2650,Holiday/ Rest & Relax,Changi Beach
2651,Holiday/ Rest & Relax,Changi Beach
2652,To shop/attend shopping events in Singapore,Hillion Mall
2653,To shop/attend shopping events in Singapore,Alexandra Central
2654,General business purpose,Raffles Hotel
2655,To shop/attend shopping events in Singapore,Alexandra Central
2656,General business purpose,Raffles Hotel
2657,General business purpose,Raffles Hotel
2658,Holiday/ Rest & Relax,Changi Beach
2659,Holiday/ Rest & Relax,Changi Beach
2660,Holiday/ Rest & Relax,Changi Beach
2661,To shop/attend shopping events in Singapore,Alexandra Central
2662,Sightseeing/ Attractions,Resorts World Sentosa
2663,General business purpose,Raffles Hotel
2664,Holiday/ Rest & Relax,Changi Beach
2665,Holiday/ Rest & Relax,Changi Beach
2666,Holiday/ Rest & Relax,Changi Beach
2667,Holiday/ Rest & Relax,Changi Beach
2668,"IR (e.g. MBS, RWS)",Marina Bay Sands
2669,Holiday/ Rest & Relax,Changi Beach
2670,Holiday/ Rest & Relax,Changi Beach
2671,General business purpose,Raffles Hotel
2672,To shop/attend shopping events in Singapore,Alexandra Central
2673,Holiday/ Rest & Relax,Changi Beach
2674,To shop/attend shopping events in Singapore,Alexandra Central
2675,Holiday/ Rest & Relax,Changi Beach
2676,Holiday/ Rest & Relax,Changi Beach
2677,Sightseeing/ Attractions,Resorts World Sentosa
2678,Holiday/ Rest & Relax,Changi Beach
2679,To shop/attend shopping events in Singapore,Alexandra Central
2680,General business purpose,Raffles Hotel
2681,To shop/attend shopping events in Singapore,Alexandra Central
2682,General business purpose,Raffles Hotel
2683,Holiday/ Rest & Relax,Changi Beach
2684,Holiday/ Rest & Relax,Changi Beach
2685,Holiday/ Rest & Relax,Changi Beach
2686,General business purpose,Raffles Hotel
2687,Sightseeing/ Attractions,Resorts World Sentosa
2688,To shop/attend shopping events in Singapore,Alexandra Central
2689,To shop/attend shopping events in Singapore,Alexandra Central
2690,To shop/attend shopping events in Singapore,Alexandra Central
2691,Holiday/ Rest & Relax,Changi Beach
2692,Holiday/ Rest & Relax,Changi Beach
2693,General business purpose,Raffles Hotel
2694,Holiday/ Rest & Relax,Changi Beach
2695,Holiday/ Rest & Relax,Changi Beach
2696,Holiday/ Rest & Relax,Changi Beach
2697,Holiday/ Rest & Relax,Changi Beach
2698,General business purpose,Raffles Hotel
2699,Holiday/ Rest & Relax,Changi Beach
2700,Company sponsored holiday,Resorts World Sentosa
2701,General business purpose,Raffles Hotel
2702,Holiday/ Rest & Relax,Changi Beach
2703,General business purpose,Raffles Hotel
2704,Company sponsored holiday,Resorts World Sentosa
2705,General business purpose,Raffles Hotel
2706,General business purpose,Raffles Hotel
2707,General business purpose,Raffles Hotel
2708,General business purpose,Raffles Hotel
2709,Holiday/ Rest & Relax,Changi Beach
2710,To shop/attend shopping events in Singapore,Alexandra Central
2711,General business purpose,Raffles Hotel
2712,"IR (e.g. MBS, RWS)",Marina Bay Sands
2713,To shop/attend shopping events in Singapore,Alexandra Central
2714,General business purpose,Raffles Hotel
2715,Holiday/ Rest & Relax,Changi Beach
2716,Company sponsored holiday,Resorts World Sentosa
2717,Holiday/ Rest & Relax,Changi Beach
2718,Holiday/ Rest & Relax,Changi Beach
2719,Holiday/ Rest & Relax,Marina Bay Sands
2720,Holiday/ Rest & Relax,Marina Bay Sands
2721,Holiday/ Rest & Relax,Marina Bay Sands
2722,Holiday/ Rest & Relax,Marina Bay Sands
2723,Holiday/ Rest & Relax,Marina Bay Sands
2724,"IR (e.g. MBS, RWS)",Marina Bay Sands
2725,Holiday/ Rest & Relax,Marina Bay Sands
2726,General business purpose,Raffles Hotel
2727,General business purpose,Raffles Hotel
2728,To shop/attend shopping events in Singapore,Alexandra Central
2729,General business purpose,Raffles Hotel
2730,Holiday/ Rest & Relax,Marina Bay Sands
2731,General business purpose,Raffles Hotel
2732,Holiday/ Rest & Relax,Marina Bay Sands
2733,Holiday/ Rest & Relax,Marina Bay Sands
2734,Holiday/ Rest & Relax,Marina Bay Sands
2735,Holiday/ Rest & Relax,Marina Bay Sands
2736,Holiday/ Rest & Relax,Marina Bay Sands
2737,Holiday/ Rest & Relax,Marina Bay Sands
2738,Holiday/ Rest & Relax,Marina Bay Sands
2739,Holiday/ Rest & Relax,Marina Bay Sands
2740,General business purpose,Raffles Hotel
2741,General business purpose,Raffles Hotel
2742,General business purpose,Raffles Hotel
2743,Holiday/ Rest & Relax,Marina Bay Sands
2744,General business purpose,Raffles Hotel
2745,Holiday/ Rest & Relax,Marina Bay Sands
2746,To shop/attend shopping events in Singapore,Alexandra Central
2747,Sightseeing/ Attractions,Resorts World Sentosa
2748,General business purpose,Raffles Hotel
2749,Holiday/ Rest & Relax,Marina Bay Sands
2750,To shop/attend shopping events in Singapore,Alexandra Central
2751,Sightseeing/ Attractions,Resorts World Sentosa
2752,Holiday/ Rest & Relax,Marina Bay Sands
2753,Holiday/ Rest & Relax,Marina Bay Sands
2754,Holiday/ Rest & Relax,Marina Bay Sands
2755,General business purpose,Raffles Hotel
2756,Exhibition/Trade show,City Hall
2757,General business purpose,Raffles Hotel
2758,General business purpose,Raffles Hotel
2759,Sightseeing/ Attractions,Resorts World Sentosa
2760,To shop/attend shopping events in Singapore,Alexandra Central
2761,To shop/attend shopping events in Singapore,Alexandra Central
2762,General business purpose,Raffles Hotel
2763,To shop/attend shopping events in Singapore,Alexandra Central
2764,Holiday/ Rest & Relax,Marina Bay Sands
2765,General business purpose,Raffles Hotel
2766,Holiday/ Rest & Relax,Marina Bay Sands
2767,Holiday/ Rest & Relax,Marina Bay Sands
2768,To shop/attend shopping events in Singapore,Alexandra Central
2769,Holiday/ Rest & Relax,Marina Bay Sands
2770,General business purpose,Raffles Hotel
2771,General business purpose,Raffles Hotel
2772,Sightseeing/ Attractions,Resorts World Sentosa
2773,Holiday/ Rest & Relax,Marina Bay Sands
2774,To shop/attend shopping events in Singapore,Alexandra Central
2775,To shop/attend shopping events in Singapore,Alexandra Central
2776,To shop/attend shopping events in Singapore,AMK Hub
2777,Holiday/ Rest & Relax,Marina Bay Sands
2778,General business purpose,Raffles Hotel
2779,Holiday/ Rest & Relax,Marina Bay Sands
2780,Holiday/ Rest & Relax,Marina Bay Sands
2781,To shop/attend shopping events in Singapore,AMK Hub
2782,General business purpose,Raffles Hotel
2783,Holiday/ Rest & Relax,Marina Bay Sands
2784,Holiday/ Rest & Relax,Marina Bay Sands
2785,Holiday/ Rest & Relax,Marina Bay Sands
2786,To shop/attend shopping events in Singapore,AMK Hub
2787,General business purpose,Raffles Hotel
2788,General business purpose,Raffles Hotel
2789,Holiday/ Rest & Relax,Marina Bay Sands
2790,Holiday/ Rest & Relax,Marina Bay Sands
2791,Holiday/ Rest & Relax,Marina Bay Sands
2792,Holiday/ Rest & Relax,Marina Bay Sands
2793,Holiday/ Rest & Relax,Marina Bay Sands
2794,Holiday/ Rest & Relax,Marina Bay Sands
2795,Holiday/ Rest & Relax,Marina Bay Sands
2796,General business purpose,Raffles Hotel
2797,General business purpose,Raffles Hotel
2798,General business purpose,Raffles Hotel
2799,General business purpose,Raffles Hotel
2800,General business purpose,Raffles Hotel
2801,Holiday/ Rest & Relax,Marina Bay Sands
2802,Holiday/ Rest & Relax,Marina Bay Sands
2803,Holiday/ Rest & Relax,Marina Bay Sands
2804,Holiday/ Rest & Relax,Marina Bay Sands
2805,Holiday/ Rest & Relax,Marina Bay Sands
2806,Holiday/ Rest & Relax,Marina Bay Sands
2807,Exhibition/Trade show,City Hall
2808,Exhibition/Trade show,City Hall
2809,Holiday/ Rest & Relax,Marina Bay Sands
2810,Holiday/ Rest & Relax,Marina Bay Sands
2811,Holiday/ Rest & Relax,Marina Bay Sands
2812,Holiday/ Rest & Relax,Marina Bay Sands
2813,Holiday/ Rest & Relax,Marina Bay Sands
2814,Holiday/ Rest & Relax,Marina Bay Sands
2815,To shop/attend shopping events in Singapore,AMK Hub
2816,Exhibition/Trade show,City Hall
2817,Holiday/ Rest & Relax,Marina Bay Sands
2818,Holiday/ Rest & Relax,Marina Bay Sands
2819,General business purpose,Raffles Hotel
2820,Holiday/ Rest & Relax,Marina Bay Sands
2821,General business purpose,Raffles Hotel
2822,General business purpose,Raffles Hotel
2823,To shop/attend shopping events in Singapore,AMK Hub
2824,Holiday/ Rest & Relax,Marina Bay Sands
2825,Holiday/ Rest & Relax,Marina Bay Sands
2826,General business purpose,Raffles Hotel
2827,Holiday/ Rest & Relax,Marina Bay Sands
2828,Holiday/ Rest & Relax,Marina Bay Sands
2829,Holiday/ Rest & Relax,Marina Bay Sands
2830,Holiday/ Rest & Relax,Marina Bay Sands
2831,Holiday/ Rest & Relax,Marina Bay Sands
2832,General business purpose,Raffles Hotel
2833,Holiday/ Rest & Relax,Marina Bay Sands
2834,To shop/attend shopping events in Singapore,AMK Hub
2835,To shop/attend shopping events in Singapore,AMK Hub
2836,General business purpose,Raffles Hotel
2837,Holiday/ Rest & Relax,Marina Bay Sands
2838,Holiday/ Rest & Relax,Marina Bay Sands
2839,"IR (e.g. MBS, RWS)",Marina Bay Sands
2840,Holiday/ Rest & Relax,Marina Bay Sands
2841,Holiday/ Rest & Relax,Marina Bay Sands
2842,Holiday/ Rest & Relax,Marina Bay Sands
2843,Holiday/ Rest & Relax,Marina Bay Sands
2844,General business purpose,Raffles Hotel
2845,General business purpose,Raffles Hotel
2846,Holiday/ Rest & Relax,Marina Bay Sands
2847,To shop/attend shopping events in Singapore,AMK Hub
2848,General business purpose,Raffles Hotel
2849,Holiday/ Rest & Relax,Marina Bay Sands
2850,Holiday/ Rest & Relax,Marina Bay Sands
2851,Holiday/ Rest & Relax,Marina Bay Sands
2852,General business purpose,Raffles Hotel
2853,General business purpose,Raffles Hotel
2854,Holiday/ Rest & Relax,Marina Bay Sands
2855,Company sponsored holiday,Resorts World Sentosa
2856,To shop/attend shopping events in Singapore,AMK Hub
2857,Holiday/ Rest & Relax,Marina Bay Sands
2858,To shop/attend shopping events in Singapore,AMK Hub
2859,Sightseeing/ Attractions,Resorts World Sentosa
2860,Sightseeing/ Attractions,Resorts World Sentosa
2861,To shop/attend shopping events in Singapore,AMK Hub
2862,General business purpose,Raffles Hotel
2863,Holiday/ Rest & Relax,Marina Bay Sands
2864,General business purpose,Raffles Hotel
2865,General business purpose,Raffles Hotel
2866,Holiday/ Rest & Relax,Marina Bay Sands
2867,Holiday/ Rest & Relax,Marina Bay Sands
2868,Holiday/ Rest & Relax,Marina Bay Sands
2869,Holiday/ Rest & Relax,Marina Bay Sands
2870,Holiday/ Rest & Relax,Marina Bay Sands
2871,Holiday/ Rest & Relax,Marina Bay Sands
2872,Holiday/ Rest & Relax,Marina Bay Sands
2873,To shop/attend shopping events in Singapore,AMK Hub
2874,Sightseeing/ Attractions,Resorts World Sentosa
2875,To shop/attend shopping events in Singapore,AMK Hub
2876,Sightseeing/ Attractions,Resorts World Sentosa
2877,General business purpose,Raffles Hotel
2878,General business purpose,Raffles Hotel
2879,General business purpose,Raffles Hotel
2880,Holiday/ Rest & Relax,Marina Bay Sands
2881,Holiday/ Rest & Relax,Marina Bay Sands
2882,Holiday/ Rest & Relax,Marina Bay Sands
